country,university,link,abbre
JP,Tohoku Women's College,http://www.tojo.ac.jp/,tojo
JP,Toho University,http://www.toho-u.ac.jp/,toho-u
JP,Tohwa University,http://www.tohwa-u.ac.jp/,tohwa-u
JP,Toin University of Yokohama,http://www.toin.ac.jp/,toin
JP,Tokai Gakuen University,http://www.tokaigakuen-u.ac.jp/,tokaigakuen-u
JP,Tokai University,http://www.u-tokai.ac.jp/,u-tokai
JP,Tokai University Educational System,http://www.tokai.ac.jp/,tokai
JP,Tokai Women's College,http://www.tokaijoshi-u.ac.jp/,tokaijoshi-u
JP,Tokiwa University,http://www.tokiwa.ac.jp/,tokiwa
JP,Tokoha Gakuen University,http://www.tokoha-u.ac.jp/,tokoha-u
JP,Tokushima Bunri University,http://www.bunri-u.ac.jp/,bunri-u
JP,Tokushima University,http://www.tokushima-u.ac.jp/,tokushima-u
JP,Tokuyama University,http://www.tokuyama-u.ac.jp/,tokuyama-u
JP,Tokyo College of Music,http://www.tokyo-ondai.ac.jp/,tokyo-ondai
JP,Tokyo Denki University,http://www.dendai.ac.jp/,dendai
JP,Tokyo Dental College,http://www.tdc.ac.jp/,tdc
JP,Tokyo Engineering University,http://www.teu.ac.jp/,teu
JP,Tokyo Gakugei University,http://www.u-gakugei.ac.jp/,u-gakugei
JP,Tokyo Institute of Polytechnics,http://www.t-kougei.ac.jp/,t-kougei
JP,Tokyo Institute of Technology,http://www.titech.ac.jp/,titech
JP,Tokyo International University,http://www.tiu.ac.jp/,tiu
JP,Tokyo Kasei University,http://www.tokyo-kasei.ac.jp/,tokyo-kasei
JP,Tokyo Keizai University,http://www.tku.ac.jp/,tku
JP,Tokyo Medical and Dental University,http://www.tmd.ac.jp/,tmd
JP,Tokyo Medical College,http://www.tokyo-med.ac.jp/,tokyo-med
JP,Tokyo Metropolitan Institute of Technology,http://www.tmit.ac.jp/,tmit
JP,Tokyo Metropolitan University,http://www.metro-u.ac.jp/,metro-u
JP,Tokyo Metropolitan University of Health Sciences,http://www.metro-hs.ac.jp/,metro-hs
JP,Tokyo National University of Fine Arts and Music,http://www.geidai.ac.jp/,geidai
JP,Tokyo University,http://www.u-tokyo.ac.jp/,u-tokyo
JP,Tokyo University of Agriculture,http://www.nodai.ac.jp/,nodai
JP,Tokyo University of Agriculture and Technology,http://www.tuat.ac.jp/,tuat
JP,Tokyo University of Art and Design,http://www.zokei.ac.jp/,zokei
JP,Tokyo University of Fisheries,http://www.tokyo-u-fish.ac.jp/,tokyo-u-fish
JP,Tokyo University of Foreign Studies,http://www.tufs.ac.jp/,tufs
JP,Tokyo University of Information Sciences,http://www.tuis.ac.jp/,tuis
JP,Tokyo University of Mercantile Marine,http://www.tosho-u.ac.jp/,tosho-u
JP,Tokyo University of Pharmacy and Life Science,http://www.toyaku.ac.jp/,toyaku
JP,Tokyo Woman's Christian University,http://www.twcu.ac.jp/,twcu
JP,Tokyo Women's College of Physical Education,http://www.twcpe.ac.jp/,twcpe
JP,Tokyo Women's Medial College,http://www.twmu.ac.jp/,twmu
JP,Tomakomai Komazawa University,http://www.t-komazawa.ac.jp/,t-komazawa
JP,Tottori University,http://www.tottori-u.ac.jp/,tottori-u
JP,Tottori University of Environmental Studies,http://www.kankyo-u.ac.jp/,kankyo-u
JP,Toyama Medical and Pharmaceutical University,http://www.toyama-mpu.ac.jp/,toyama-mpu
JP,Toyama Prefectural University,http://www.pu-toyama.ac.jp/,pu-toyama
JP,Toyama University,http://www.toyama-u.ac.jp/,toyama-u
JP,Toyama University of International Studies,http://www.tuins.ac.jp/,tuins
JP,Toyo Eiwa Women's University,http://www.toyoeiwa.ac.jp/,toyoeiwa
JP,Toyo Gakuen University,http://www.toyogakuen-u.ac.jp/,toyogakuen-u
JP,Toyohashi University of Technology,http://www.tut.ac.jp/,tut
JP,Toyota Technological Institute,http://www.toyota-ti.ac.jp/,toyota-ti
JP,Toyo University,http://www.toyo.ac.jp/,toyo
JP,Tsuda College,http://www.tsuda.ac.jp/,tsuda
JP,Tsukuba University,http://www.tsukuba.ac.jp/,tsukuba
JP,Tsurumi University,http://www.tsurumi-u.ac.jp/,tsurumi-u
JP,Tsuru University,http://www.tsuru.ac.jp/,tsuru
JP,Ueno Gakuen College,http://www.uenogakuen.ac.jp/,uenogakuen
JP,United Nations University,http://www.unu.edu/,unu
JP,University of Aizu,http://www.u-aizu.ac.jp/,u-aizu
JP,University of Bunkyo,http://www.u-bunkyo.ac.jp/,u-bunkyo
JP,University of East Asia,http://www.toua-u.ac.jp/,toua-u
JP,University of Electro-Communications,http://www.uec.ac.jp/,uec
JP,University of Marketing and Distribution Sciences,http://www.umds.ac.jp/,umds
JP,"University of Occupational and Environmental Health, Japan",http://www.uoeh-u.ac.jp/,uoeh-u
JP,University of Shiga Prefecture,http://www.usp.ac.jp/,usp
JP,University of the Air,http://www.u-air.ac.jp/,u-air
JP,University of the Ryukyus,http://www.u-ryukyu.ac.jp/,u-ryukyu
JP,University of the Sacred Heart Tokyo,http://www.u-sacred-heart.ac.jp/,u-sacred-heart
JP,Utsunomiya University,http://www.utsunomiya-u.ac.jp/,utsunomiya-u
JP,Wakayama Medical College,http://www.wakayama-med.ac.jp/,wakayama-med
JP,Wakayama University,http://www.wakayama-u.ac.jp/,wakayama-u
JP,Wakkanai Hokusei Gakuen University,http://www.wakhok.ac.jp/,wakhok
JP,Wako University,http://www.wako.ac.jp/,wako
JP,Waseda University,http://www.waseda.ac.jp/,waseda
JP,Wayo Women's University,http://www.wayo.ac.jp/,wayo
JP,Women's College of Fine Arts,http://www.joshibi.ac.jp/,joshibi
JP,Yamagata University,http://www.yamagata-u.ac.jp/,yamagata-u
JP,Yamaguchi Prefectural University,http://www.yamaguchi-pu.ac.jp/,yamaguchi-pu
JP,Yamaguchi University,http://www.yamaguchi-u.ac.jp/,yamaguchi-u
JP,Yamanashi Gakuin University,http://www.ygu.ac.jp/,ygu
JP,Yamanashi Medical University,http://www.yamanashi-med.ac.jp/,yamanashi-med
JP,Yamanashi University,http://www.yamanashi.ac.jp/,yamanashi
JP,Yasuda Women's University,http://www.yasuda-u.ac.jp/,yasuda-u
JP,Yokkaichi University,http://www.yokkaichi-u.ac.jp/,yokkaichi-u
JP,Yokohama City University,http://www.yokohama-cu.ac.jp/,yokohama-cu
JP,Yokohama College of Commerce,http://www.shodai.ac.jp/,shodai
JP,Yokohama National University,http://www.ynu.ac.jp/,ynu
KE,Adventist University of Africa,http://www.aua.ac.ke/,aua
KE,Africa International University,http://www.aiu.ac.ke/,aiu
KE,Africa Nazarene University,http://www.anu.ac.ke/,anu
KE,Aga Khan University,http://www.aku.edu/,aku
KE,Catholic University of Eastern Africa,http://www.cuea.edu/,cuea
KE,Chuka University,http://www.chuka.ac.ke/,chuka
KE,Daystar University,http://www.daystar.ac.ke/,daystar
KE, Dedan Kimathi University of Technology,http://www.dkut.ac.ke/,dkut
KE,Egerton University,http://www.egerton.ac.ke/,egerton
KE,Great Lakes University of Kisumu,http://www.gluk.ac.ke/,gluk
KE,Gretsa Universtiy,http://www.gretsauniversity.ac.ke/,gretsauniversity
KE,Inoorero University,http://www.iu.ac.ke/,iu
KE,Jaramogi Oginga Odinga University of Science and Technology,http://www.jooust.ac.ke/,jooust
KE,Jomo Kenyatta University of Agriculture and Technology,http://www.jkuat.ac.ke/,jkuat
KE,Kabarak University,http://www.kabarak.ac.ke/,kabarak
KE,Karatina University,http://www.karatinauniversity.ac.ke/,karatinauniversity
KE,Kenya College of Accountancy,http://www.kca.ac.ke/,kca
KE,Kenya Medical Training College,http://www.kmtc.ac.ke/,kmtc
KE,Kenya Methodist University,http://www.kemu.ac.ke/,kemu
KE,Kenyatta University,http://www.ku.ac.ke/,ku
KE,Kiriri Womens University of Science and Technology,http://www.kwust.ac.ke/,kwust
KE,Kisii University,http://www.kisiiuniversity.ac.ke/,kisiiuniversity
KE,Laikipia University,http://www.laikipia.ac.ke/,laikipia
KE,Maasai Mara University,http://www.mmarau.ac.ke/,mmarau
KE,Maseno University,http://www.maseno.ac.ke/,maseno
KE,Masinde Muliro University of Science and Technology,http://www.mmust.ac.ke/,mmust
KE,Meru University of Science and Technology,http://www.must.ac.ke/,must
KE,Moi University,http://www.mu.ac.ke/,mu
KE,Mount Kenya University,http://www.mku.ac.ke/,mku
KE,Multimedia University of Kenya,http://www.mmu.ac.ke/,mmu
KE,Nairobi Institute of Business Studies ,http://www.nibs.ac.ke/,nibs
KE,Nairobi Technical Training Institute ,http://www.ntti.ac.ke/,ntti
KE,Pan Africa Christian University,http://www.pacuniversity.ac.ke/,pacuniversity
KE,Pioneer International University,http://www.piu.ac.ke/,piu
KE,Presbyterian University of East Africa,http://www.puea.ac.ke/,puea
KE,Pwani University,http://www.pu.ac.ke/,pu
KE,Riara University School of Business and Law,http://www.riarauniversity.ac.ke/,riarauniversity
KE,Scott Christian University,http://www.scott.ac.ke/,scott
KE,South Eastern Kenya University,http://www.seku.ac.ke/,seku
KE,St. Pauls University,http://www.spu.ac.ke/,spu
KE,Strathmore University,http://www.strathmore.edu/,strathmore
KE,Technical University of Kenya,http://www.tukenya.ac.ke/,tukenya
KE,Technical University of Mombasa,http://www.tum.ac.ke/,tum
KE,United States International University,http://www.usiu.ac.ke/,usiu
KE,"University of Eastern Africa, Baraton",http://www.ueab.ac.ke/,ueab
KE,University of Eldoret,http://www.uoeld.ac.ke/,uoeld
KE,University of Kabianga,http://www.kabianga.ac.ke/,kabianga
KE,University of Nairobi,http://www.uonbi.ac.ke/,uonbi
KE,Uzima University College ,http://www.uzimauniversity.ac.ke/,uzimauniversity
KE,Zetech College,http://www.zetechcollege.com/,zetechcollege
KG,American University of Central Asia,http://www.auca.kg/,auca
KG,Asian Medical Institute,http://www.asmi.edu.kg/,asmi
KG,Bishkek Humanities University,http://www.bhu.kg/,bhu
KG,International Ataturk Alatoo University,http://www.iaau.edu.kg/,iaau
KG,International University of Kyrgyzstan,http://www.iuk.kg/,iuk
KG,Jalalabad State University Kyrgyzstan,http://www.jasu.edu.kg/,jasu
KG,Kyrgyz National Agrarian University,http://www.knau.kg/,knau
KG,Kyrgyz National University,http://www.university.kg/,university
KG,Kyrgyz Russian Slavic University,http://www.krsu.edu.kg/,krsu
KG,Kyrgyz State Technical University,http://www.kstu.kg/,kstu
KG,"Kyrgyz State University of Construction, Transportation and Architecture",http://www.ksucta.kg/,ksucta
KG,Kyrgyz Turkish  Manas University,http://www.manas.kg/,manas
KG,"Medical Faculty, Osh State University",http://www.oshmed.com/,oshmed
KH,Angkor University,http://www.angkor.edu.kh/,angkor
KH,Asia Europe University,http://www.aeu.edu.kh/,aeu
KH,Build Bright University,http://www.bbu.edu.kh/,bbu
KH,Cambodian Mekong University,http://www.mekong.edu.kh/,mekong
KH,Cambodia University of Specialties,http://www.cus.edu.kh/,cus
KH,Chamreun University of Poly Technology,http://www.cup.edu.kh/,cup
KH,International University,http://www.iu.edu.kh/,iu
KH,National Institute of Education,http://www.ine.edu.kh/,ine
KH,National University of Management,http://www.num.edu.kh/,num
KH,Norton University,http://www.norton.edu.kh/,norton
KH,Pannnasatra University of Cambodia,http://www.puc.edu.kh/,puc
KH,Royal University of Agriculture,http://www.rua.edu.kh/,rua
KH,Royal University of Fine Arts,http://www.rufa.edu.kh/,rufa
KH,Royal University of Law and Economics,http://www.rule.edu.kh/,rule
KH,Royal University of Phnom Penh,http://www.rupp.edu.kh/,rupp
KH,Svey Reong University,http://www.sru.edu.kh/,sru
KH,University of Cambodia,http://www.uc.edu.kh/,uc
KH,University of Health and Science,http://www.univ-sante.edu.kh/,univ-sante
KH,University of Technology Phnom Penh,http://www.utpp.edu.kh/,utpp
KH,Western University,http://www.western.edu.kh/,western
KH,Zaman University,http://www.zamanuniversity.edu.kh/,zamanuniversity
KN,International University for Graduate Studies,http://www.iugrad.edu.kn/,iugrad
KN,Ross University Caribbean School of Veterinary Medicine,http://www.rossu.edu/veterinary-school/,rossu
KN,St Theresa's Medical University,http://www.stmu.org/,stmu
KN,University of Silvaner,http://www.unisilvaner.info/,unisilvaner
KN,Windsor University School of Medicine,http://www.windsor.edu/,windsor
KP,Pyongyang University of Science and Technology,http://www.pust.net/,pust
KR,Ajou University,http://www.ajou.ac.kr/,ajou
KR,Andong National University,http://www.andong.ac.kr/,andong
KR,Catholic University of Korea,http://www.cuk.ac.kr/,cuk
KR,Catholic University of Pusan,http://www.cup.ac.kr/,cup
KR,Catholic University of Taegu-Hyosung,http://www.cataegu.ac.kr/,cataegu
KR,Changwon National University,http://www.changwon.ac.kr/,changwon
KR,Cheju National University,http://www.cheju.ac.kr/,cheju
KR,Cheju National University of Education,http://www.cheju-e.ac.kr/,cheju-e
KR,Chinju National University,http://www.chinju.ac.kr/,chinju
KR,Chinju National University of Education,http://www.chinju-e.ac.kr/,chinju-e
KR,Chodang University,http://www.chodang.ac.kr/,chodang
KR,Chonbuk National University,http://www.chonbuk.ac.kr/,chonbuk
KR,Chonbuk Sanup University of Technology (Howon University),http://www.howon.ac.kr/,howon
KR,Chongju National University of Education,http://www.chongju-e.ac.kr/,chongju-e
KR,Chongju University,http://www.chongju.ac.kr/,chongju
KR,Chonju National University of Education,http://www.chonju-e.ac.kr/,chonju-e
KR,Chonnam National University,http://www.chonnam.ac.kr/,chonnam
KR,Chosun University,http://www.chosun.ac.kr/,chosun
KR,Chunchon National University of Education,http://www.cnue-e.ac.kr/,cnue-e
KR,Chung-Ang University,http://www.cau.ac.kr/,cau
KR,Chungbuk National University,http://www.chungbuk.ac.kr/,chungbuk
KR,Chung-Ju National University,http://www.chungju.ac.kr/,chungju
KR,Chungnam National University,http://www.chungnam.ac.kr/,chungnam
KR,Daebul University,http://www.daebul.ac.kr/,daebul
KR,Dankook University,http://www.dankook.ac.kr/,dankook
KR,Dong-A University,http://www.donga.ac.kr/,donga
KR,Dongduk Women's University,http://www.dongduk.ac.kr/,dongduk
KR,Dong Eui University,http://www.dongeui.ac.kr/,dongeui
KR,Dongguk University,http://www.dongguk.ac.kr/,dongguk
KR,Dongseo University,http://www.dongseo.ac.kr/,dongseo
KR,Dongshin University,http://www.dongshinu.ac.kr/,dongshinu
KR,Dong Yang University of Technology,http://www.dytc.ac.kr/,dytc
KR,Duksung Women's University,http://www.duksung.ac.kr/,duksung
KR,Ewha Women's University,http://www.ewha.ac.kr/,ewha
KR,Gwangju Catholic College,http://www.gjcatholic.ac.kr/,gjcatholic
KR,Gyeongju University,http://www.gyeongju.ac.kr/,gyeongju
KR,Gyeongsang National University,http://www.gsnu.ac.kr/,gsnu
KR,Halla University,http://www.halla.ac.kr/,halla
KR,Hallym University,http://www.hallym.ac.kr/,hallym
KR,Hankuk Aviation University,http://www.hangkong.ac.kr/,hangkong
KR,Hankuk University of Foreign Studies,http://www.hufs.ac.kr/,hufs
KR,Hankyong National University,http://www.hknu.ac.kr/,hknu
KR,Hannam University,http://www.hannam.ac.kr/,hannam
KR,Hansei University,http://www.hansei.ac.kr/,hansei
KR,Hanseo University,http://www.hanseo.ac.kr/,hanseo
KR,Hanshin University,http://www.hanshin.ac.kr/,hanshin
KR,Hansung University Seoul,http://www.hansung.ac.kr/,hansung
KR,Hanyang University,http://www.hanyang.ac.kr/,hanyang
KR,Honam University,http://www.honam.ac.kr/,honam
KR,Hongik University,http://www.hongik.ac.kr/,hongik
KR,Hoseo University,http://www.hoseo.ac.kr/,hoseo
KR,Hyupsung University,http://www.hyupsung.ac.kr/,hyupsung
KR,Inchon National University of Education,http://www.inchon-e.ac.kr/,inchon-e
KR,Inchon University,http://www.inchon.ac.kr/,inchon
KR,Information and Communications University,http://www.icu.ac.kr/,icu
KR,Inha University,http://www.inha.ac.kr/,inha
KR,Inje University,http://www.inje.ac.kr/,inje
KR,Jeonju University,http://www.jeonju.ac.kr/,jeonju
KR,Kangnam University,http://www.kangnam.ac.kr/,kangnam
KR,Kangnung National University,http://www.kangnung.ac.kr/,kangnung
KR,Kangwon National University,http://www.kangwon.ac.kr/,kangwon
KR,Kaya University,http://www.kaya.ac.kr/,kaya
KR,KDI School of Public Policy and Management,http://www.kdischool.ac.kr/,kdischool
KR,Keimyung University,http://www.keimyung.ac.kr/,keimyung
KR,Kongju National University,http://www.kyongju.ac.kr/,kyongju
KR,Kongju National University of Education,http://www.kongju-e.ac.kr/,kongju-e
KR,Konkuk University,http://www.konkuk.ac.kr/,konkuk
KR,Konyang University,http://www.konyang.ac.kr/,konyang
KR,Kookmin University,http://www.kookmin.ac.kr/,kookmin
KR,Korea Advanced Institute of Science & Technology,http://www.kaist.ac.kr/,kaist
KR,Korea Maritime University,http://www.kmaritime.ac.kr/,kmaritime
KR,Korea National Open University,http://www.knou.ac.kr/,knou
KR,Korea National University of Arts,http://www.knua.ac.kr/,knua
KR,Korea National University of Education,http://www.knue.ac.kr/,knue
KR,Korea National University of Physical Education,http://www.knupe.ac.kr/,knupe
KR,Korea University,http://www.korea.ac.kr/,korea
KR,Kosin University,http://www.kosin.ac.kr/,kosin
KR,Kumoh National University of Technology,http://www.kumoh.ac.kr/,kumoh
KR,Kunsan National University,http://www.kunsan.ac.kr/,kunsan
KR,Kwan Dong University,http://www.kwandong.ac.kr/,kwandong
KR,Kwangju National University of Education,http://www.kwangju-e.ac.kr/,kwangju-e
KR,Kwangju University,http://www.kwangju.ac.kr/,kwangju
KR,Kwangwoon University,http://www.kwangwoon.ac.kr/,kwangwoon
KR,Kyonggi University,http://www.kyonggi.ac.kr/,kyonggi
KR,Kyongju University,http://www.kyongju.ac.kr/,kyongju
KR,Kyunghee University,http://www.kyunghee.ac.kr/,kyunghee
KR,Kyungil University,http://www.kyungil.ac.kr/,kyungil
KR,Kyungnam University,http://www.kyungnam.ac.kr/,kyungnam
KR,Kyungpook National University,http://www.kyungpook.ac.kr/,kyungpook
KR,Kyungsung University,http://www.kyungsung.ac.kr/,kyungsung
KR,Kyungwon University,http://www.kyungwon.ac.kr/,kyungwon
KR,Miryang National University,http://www.miryang.ac.kr/,miryang
KR,Mokpo National Maritime University,http://www.mmu.ac.kr/,mmu
KR,Mokpo National University,http://www.mokpo.ac.kr/,mokpo
KR,Mokwon University Taejon,http://www.mokwon.ac.kr/,mokwon
KR,Myongji University,http://www.myongji.ac.kr/,myongji
KR,Paichai University,http://www.paichai.ac.kr/,paichai
KR,Pohang University of Science and Technology,http://www.postech.ac.kr/,postech
KR,Pukyong National University,http://www.pknu.ac.kr/,pknu
KR,Pusan National University,http://www.pusan.ac.kr/,pusan
KR,Pusan National University of Education,http://www.pusan-e.ac.kr/,pusan-e
KR,Pusan University of Foreign Studies,http://www.pufs.ac.kr/,pufs
KR,Pusan Women's University,http://www.pwc.ac.kr/,pwc
KR,Pyongtaek University ,http://www.ptuniv.ac.kr/,ptuniv
KR,Sahmyook University,http://www.syu.ac.kr/,syu
KR,Samchok National University,http://www.samchok.ac.kr/,samchok
KR,Sang Ji University,http://www.sangji.ac.kr/,sangji
KR,Sang Myung University,http://www.sangmyung.ac.kr/,sangmyung
KR,Sejong University,http://www.sejong.ac.kr/,sejong
KR,Semyung University,http://www.semyung.ac.kr/,semyung
KR,Seokyeong University,http://www.skuniv.ac.kr/,skuniv
KR,Seokyeong University,http://www.seokyeong.ac.kr/,seokyeong
KR,Seonam University,http://www.seonam.ac.kr/,seonam
KR,Seoul City University,http://www.uos.ac.kr/,uos
KR,Seoul National University,http://www.snu.ac.kr/,snu
KR,Seoul National University of Education,http://www.seoul-e.ac.kr/,seoul-e
KR,Seoul National University of Technology,http://www.snut.ac.kr/,snut
KR,Seoul Teological University,http://www.stu.ac.kr/,stu
KR,Seoul Women's University,http://www.swu.ac.kr/,swu
KR,Seowon University,http://www.seowon.ac.kr/,seowon
KR,Silla University,http://www.silla.ac.kr/,silla
KR,Sogang University,http://www.sogang.ac.kr/,sogang
KR,Sookmyung Women's University,http://www.sookmyung.ac.kr/,sookmyung
KR,Soonchunhyang University,http://www.sch.ac.kr/,sch
KR,Soongsil University,http://www.soongsil.ac.kr/,soongsil
KR,Sunchon National University,http://www.sunchon.ac.kr/,sunchon
KR,Sungkyul University,http://www.sungkyul.ac.kr/,sungkyul
KR,Sung Kyun Kwan University,http://www.skku.ac.kr/,skku
KR,Sungshin Women's University,http://www.sungshin.ac.kr/,sungshin
KR,Sunmoon University,http://www.sunmoon.ac.kr/,sunmoon
KR,Suwon Catholic University,http://www.suwoncatholic.ac.kr/,suwoncatholic
KR,Suwon University,http://www.suwon.ac.kr/,suwon
KR,Taegu National University of Education,http://www.taegu-e.ac.kr/,taegu-e
KR,Taegu University,http://www.taegu.ac.kr/,taegu
KR,Taejon National University of Technology,http://www.tnut.ac.kr/,tnut
KR,Taejon University,http://www.taejon.ac.kr/,taejon
KR,Taeshin Christian University,http://www.taeshin.ac.kr/,taeshin
KR,Tongmyung University of Information Technology,http://www.tit.ac.kr/,tit
KR,Ulsan University,http://www.ulsan.ac.kr/,ulsan
KR,University of Science and Technology,http://www.ust.ac.kr/,ust
KR,Wonkwang University,http://www.wonkwang.ac.kr/,wonkwang
KR,Woosuk University,http://www.woosuk.ac.kr/,woosuk
KR,Yeungnam University,http://www.yeungnam.ac.kr/,yeungnam
KR,Yonsei University,http://www.yonsei.ac.kr/,yonsei
KR,Yosu National University,http://www.yosu.ac.kr/,yosu
KW,American University of Kuwait ,http://www.auk.edu.kw/,auk
KW,American University of Middle East,http://www.aum.edu.kw/,aum
KW,"Arab Open University, Kuwait Branch",http://www.aou.edu.kw/,aou
KW,Australlian College of Kuwait ,http://www.ackonline.com/,ackonline
KW,Gulf University for Science and Technology,http://www.gust.edu.kw/,gust
KW,Kuwait International Law School,http://www.kilaw.edu.kw/,kilaw
KW,Kuwait Maastricht Business School,http://www.kmbs.edu.kw/,kmbs
KW,Kuwait University,http://www.kuniv.edu.kw/,kuniv
KY,International College of the Cayman Islands,http://www.icci.edu.ky/,icci
KY,St. Matthews University,http://www.stmatthews.edu/,stmatthews
KZ,Abai State University,http://www.kaznpu.kz/,kaznpu
KZ,Abylai Khan University,http://www.ablaikhan.kz/,ablaikhan
KZ,Aktau State University,http://www.aktsu.kz/,aktsu
KZ,Al-Farabi Kazakh National University,http://www.kaznu.kz/,kaznu
KZ,Atyrau State University,http://www.atgu.kz/,atgu
KZ,East Kazakhstan State University,http://www.vkgu.kz/,vkgu
KZ,East Kazakstan State Technical University,http://www.ektu.kz/,ektu
KZ,Eurasian Institute of market,http://www.eurazir.kz/,eurazir
KZ,International Kazakh-Turkish University,http://www.turkistan.kz/,turkistan
KZ,Karaganda State Buketov University,http://www.ksu.kz/,ksu
KZ,Karaganda State Technical University,http://www.kstu.kz/,kstu
KZ,Kazak American University,http://www.kau.kz/,kau
KZ,Kazakh British Technical University,http://www.kbtu.kz/,kbtu
KZ,"Kazakhstan Institute of Management, Economics, and Strategic Research",http://www.kimep.kz/,kimep
KZ,Kazak National Technical University,http://www.kazntu.kz/,kazntu
KZ,Kazak State University of Agriculture,http://www.agriun.almaty.kz/,agriun
KZ,Kostanai State University,http://www.ksu.kst.kz/,ksu
KZ,L.N. Gumilyov Eurasian National University,http://www.enu.kz/,enu
KZ,North Kazakhstan State University,http://www.nkzu.kz/,nkzu
KZ,Pavlodar University,http://www.psu.kz/,psu
KZ,Semey State Medical University,http://www.sgma.kz/,sgma
KZ,Semey State University,http://www.semgu.kz/,semgu
KZ,Suleyman Demirel University,http://www.sdu.edu.kz/,sdu
KZ,Turar Ryskulov Kazakh Economic University,http://www.kazeu.kz/,kazeu
KZ,University of International Business,http://www.uib.kz/,uib
KZ,Western Kazakhstan Agricultural University,http://www.wkau.kz/,wkau
KZ,Zhetysu State University ,http://www.zhgu.kz/,zhgu
KZ,Zhezkazgan Baikonurov University,http://www.zhezu.kz/,zhezu
LA,National University of Laos,http://www.nuol.edu.la/,nuol
LA,Soutsaka Institute of management and Technology,http://www.simt.edu.la/,simt
LB,Al Imam Al-Ouzai University,http://www.wakf.org/,wakf
LB,Al-Islah University,http://www.islahonline.org/,islahonline
LB,Al-Manar University,http://www.mut.edu.lb/,mut
LB,American University College of Technology,http://www.aut.edu/,aut
LB,American University of Beirut,http://www.aub.edu.lb/,aub
LB,American University of Science and Technology,http://www.aust.edu.lb/,aust
LB,Arab Open University,http://www.arabou-lb.edu.lb/,arabou-lb
LB,"Arts, Sciences and Technology University",http://www.aul.edu.lb/,aul
LB,Balamand University,http://www.balamand.edu.lb/,balamand
LB,Beirut Arab University,http://www.bau.edu.lb/,bau
LB,Business & Computer University College,http://www.hu.edu.lb/,hu
LB,Centre Universitaire de Technologie,http://www.cut.edu.lb/,cut
LB,Global University,http://www.gu.edu.lb/,gu
LB,Haigazian University,http://www.haigazian.edu.lb/,haigazian
LB,Hariri Canadian University,http://www.hariricanadian.edu.lb/,hariricanadian
LB,Holy Spirit University of Kaslik,http://www.usek.edu.lb/,usek
LB,Jinan University,http://www.jinan.edu.lb/,jinan
LB,Lebanese American University,http://www.lau.edu.lb/,lau
LB,Lebanese International University,http://www.liu.edu.lb/,liu
LB,Lebanese University,http://www.ul.edu.lb/,ul
LB,Matn University,http://www.matnu.edu.lb/,matnu
LB,Near East School of Theology,http://www.theonest.edu.lb/,theonest
LB,Notre Dame University,http://www.ndu.edu.lb/,ndu
LB,St. Joseph University Beirut,http://www.usj.edu.lb/,usj
LC,Spartan University of Health Sciences,http://www.spartanmed.org/,spartanmed
LI,Internationle Akademie für Philosophie,http://www.iap.li/,iap
LI,Universität Liechtenstein,http://www.uni.li/,uni
LK,Arthur C Clarke Institute of Modern Technologies,http://www.accimt.ac.lk/,accimt
LK,Buddhasravaka Bhikshu University,http://www.bbu.ac.lk/,bbu
LK,Buddhist and Pali University of Sri Lanka,http://www.bpu.ac.lk/,bpu
LK,Eastern University of Sri Lanka,http://www.esn.ac.lk/,esn
LK,Horizon College of Business and Technology,http://www.horizoncampus.edu.lk/,horizoncampus
LK,Kotelawala Defence University,http://www.kdu.ac.lk/,kdu
LK,Open University of Sri Lanka,http://www.ou.ac.lk/,ou
LK,Postgraduate Institute of Agriculture (PGIA),http://www.pgia.ac.lk/,pgia
LK,Postgraduate Institute of Pali & Buddhist Studies (University of Kelaniya),http://www.kln.ac.lk/institutes/pgipbs/,kln
LK,Rajarata University of Sri Lanka,http://www.rjt.ac.lk/,rjt
LK,Sabaragamuwa University of Sri Lanka,http://www.sab.ac.lk/,sab
LK,South Asian Institute of Technology And Medicine (SAITM) ,http://www.saitm.edu.lk/,saitm
LK,South Eastern University of Sri Lanka,http://www.seu.ac.lk/,seu
LK,Sri Lanka Institute of Advanced Technical Education,http://www.sliate.net/,sliate
LK,Sri Lanka Institute of Information Technology (SLIT),http://www.sliit.lk/,sliit
LK,University of Colombo,http://www.cmb.ac.lk/,cmb
LK,University of Jaffna,http://www.jfn.ac.lk/,jfn
LK,University of Kelaniya,http://www.kln.ac.lk/,kln
LK,University of Moratuwa,http://www.mrt.ac.lk/,mrt
LK,University of Peradeniya,http://www.pdn.ac.lk/,pdn
LK,University of Ruhuna,http://www.ruh.ac.lk/,ruh
LK,University of Sri Jayawardenapura,http://www.sjp.ac.lk/,sjp
LK,University of the Visual & Performing Arts,http://www.vpa.ac.lk/,vpa
LK,Uva Wellassa University,http://www.uwu.ac.lk/,uwu
LK,Wayamba University of Sri Lanka ,http://www.wyb.ac.lk/,wyb
LR,University of Liberia,http://www.universityliberia.org/,universityliberia
LS,National University of Lesotho,http://www.nul.ls/,nul
LT,International School of Management,http://www.ism.lt/,ism
LT,Kaunas Medical Academy,http://info.kma.lt/,kma
LT,Kaunas University of Technology,http://www.ktu.lt/,ktu
LT,Klaipeda University,http://www.ku.lt/,ku
LT,Lithuania Christian College,http://www.lcc.lt/,lcc
