country,university,link,abbre
CA,King's College,http://www.uwo.ca/kings/,uwo
CA,Kingston College,http://www.kingston.edu/,kingston
CA,King's University College,http://www.kingsu.ab.ca/,kingsu
CA,Kwantleen University College,http://www.kwantlen.bc.ca/,kwantlen
CA,Lakehead University,http://www.lakeheadu.ca/,lakeheadu
CA,Langara College,http://www.langara.bc.ca/,langara
CA,Lansbridge University,http://www.lansbridge.com/,lansbridge
CA,Laurentian University of Sudbury,http://www.laurentian.ca/,laurentian
CA,Luther College,http://www.saskweb.com/luthercollege/,saskweb
CA,MacEwan University,http://www.macewan.ca/,macewan
CA,Malaspina University College,http://www.mala.bc.ca/,mala
CA,McGill University,http://www.mcgill.ca/,mcgill
CA,McMaster University,http://www.mcmaster.ca/,mcmaster
CA,Memorial University of Newfoundland,http://www.ucs.mun.ca/,ucs
CA,Mount Allison University,http://www.mta.ca/,mta
CA,Mount Royal College,http://www.mtroyal.ab.ca/,mtroyal
CA,Mount Saint Vincent University,http://www.msvu.ca/,msvu
CA,Nicola Valley Institute of Technology,http://www.nvit.bc.ca/,nvit
CA,Nipissing University,http://www.nipissingu.ca/,nipissingu
CA,Northern Alberta Institute of Technology,http://www.nait.ca/,nait
CA,Northern Lights College,http://www.nlc.bc.ca/,nlc
CA,North Island College,http://www.nic.bc.ca/,nic
CA,Nova Scotia Agricultural College,http://www.nsac.ns.ca/,nsac
CA,Nova Scotia College of Art and Design,http://www.nscad.ns.ca/,nscad
CA,Okanagan University College,http://www.okanagan.bc.ca/,okanagan
CA,Ontario College of Art and Design,http://www.ocad.ca/,ocad
CA,Pacific International College,http://www.picollege.ca/,picollege
CA,Queen's University,http://www.queensu.ca/,queensu
CA,Quest University,http://www.questu.ca/,questu
CA,Redeemer College,http://www.redeemer.ca/,redeemer
CA,Regent College,http://www.regent-college.edu/,regent-college
CA,Royal Military College of Canada,http://www.rmc.ca/,rmc
CA,Royal Roads University,http://www.royalroads.ca/,royalroads
CA,Ryerson Polytechnic University,http://www.ryerson.ca/,ryerson
CA,Saskatchewan Indian Federated College,http://www.sifc.edu/,sifc
CA,Sauder School of Business,http://www.sauder.ubc.ca/,sauder
CA,Selkirk College,http://www.selkirk.bc.ca/,selkirk
CA,Seneca College,http://www.senecac.on.ca/,senecac
CA,Sheridan College,http://www.sheridanc.on.ca/,sheridanc
CA,Simon Fraser University,http://www.sfu.ca/,sfu
CA,Southern Alberta Institute of Technology,http://www.sait.ca/,sait
CA,St. Anne University,http://www.ustanne.ednet.ns.ca/,ustanne
CA,St. Clair College,http://www.stclairc.on.ca/,stclairc
CA,St. Francis Xavier University,http://www.stfx.ca/,stfx
CA,St. Mary's University,http://www.stmarys.ca/,stmarys
CA,St. Paul University,http://www.ustpaul.ca/,ustpaul
CA,St. Thomas University,http://www.stthomasu.ca/,stthomasu
CA,"Télé-université, Université du Québec",http://www.teluq.uquebec.ca/,teluq
CA,Thompson Rivers University,http://www.tru.ca/,tru
CA,Trent University,http://www.trentu.ca/,trentu
CA,Trinity Western University,http://www.twu.ca/,twu
CA,Université de Montréal,http://www.umontreal.ca/,umontreal
CA,Université de Sherbrooke,http://www.usherb.ca/,usherb
CA,Université du Québec à Chicoutimi,http://www.uqac.ca/,uqac
CA,Université du Québec à Montréal,http://www.uqam.ca/,uqam
CA,Université du Québec à Rimouski,http://www.uqar.uquebec.ca/,uqar
CA,Université du Québec à Trois-Rivières,http://www.uqtr.uquebec.ca/,uqtr
CA,Université du Québec en Abitibi-Témiscamingue,http://www.uqat.uquebec.ca/,uqat
CA,Université du Québec en Outaouais,http://www.uqo.ca/,uqo
CA,Université Laval,http://www.ulaval.ca/,ulaval
CA,University Canada West,http://www.universitycanadawest.ca/,universitycanadawest
CA,University College of Cape Breton,http://www.uccb.ns.ca/,uccb
CA,University College of Saint-Boniface,http://www.ustboniface.mb.ca/,ustboniface
CA,University College of the Cariboo,http://www.cariboo.bc.ca/,cariboo
CA,University College of the Fraser Valley,http://www.ucfv.bc.ca/,ucfv
CA,University of Alberta,http://www.ualberta.ca/,ualberta
CA,University of British Columbia,http://www.ubc.ca/,ubc
CA,University of Calgary,http://www.ucalgary.ca/,ucalgary
CA,University of Guelph,http://www.uoguelph.ca/,uoguelph
CA,University of King's College,http://www.ukings.ns.ca/,ukings
CA,University of Lethbridge,http://www.uleth.ca/,uleth
CA,University of Manitoba,http://www.umanitoba.ca/,umanitoba
CA,University of Moncton,http://www.umoncton.ca/,umoncton
CA,"University of Moncton, Edmundston",http://www.cuslm.ca/,cuslm
CA,"University of Moncton, Shippagan",http://www.cus.ca/,cus
CA,University of New Brunswick,http://www.unb.ca/,unb
CA,"University of New Brunswick, Saint John",http://www.unbsj.ca/,unbsj
CA,University of Northern British Columbia,http://www.unbc.ca/,unbc
CA,University of Ontario Institute of Technology,http://www.uoit.ca/,uoit
CA,University of Ottawa,http://www.uottawa.ca/,uottawa
CA,University of Prince Edward Island,http://www.upei.ca/,upei
CA,University of Québec,http://www.uquebec.ca/,uquebec
CA,University of Regina,http://www.uregina.ca/,uregina
CA,University of Saskatchewan,http://www.usask.ca/,usask
CA,University of St. Jerome's College,http://www.usjc.uwaterloo.ca/,usjc
CA,University of St. Michael's College,http://www.utoronto.ca/stmikes/,utoronto
CA,University of Sudbury,http://www.usudbury.com/,usudbury
CA,University of Toronto,http://www.utoronto.ca/,utoronto
CA,"University of Toronto, Mississauga",http://www.utm.utoronto.ca/,utm
CA,"University of Toronto, Scarborough",http://www.scar.utoronto.ca/,scar
CA,University of Trinity College,http://www.trinity.utoronto.ca/,trinity
CA,University of Victoria,http://www.uvic.ca/,uvic
CA,University of Waterloo,http://www.uwaterloo.ca/,uwaterloo
CA,University of Western Ontario,http://www.uwo.ca/,uwo
CA,University of Windsor,http://www.uwindsor.ca/,uwindsor
CA,University of Winnipeg,http://www.uwinnipeg.ca/,uwinnipeg
CA,Vancouver Community College,http://www.vcc.ca/,vcc
CA,"Victoria University Toronto, University of Toronto",http://vicu.utoronto.ca/,utoronto
CA,Wilfrid Laurier University,http://www.wlu.ca/,wlu
CA,William and Catherine Booth College,http://www.boothcollege.ca/,boothcollege
CA,York University,http://www.yorku.ca/,yorku
CA,Yukon College,http://www.yukoncollege.yk.ca/,yukoncollege
CD,Université Catholique de Bukavu,http://www.ucbukavu.ac.cd/,ucbukavu
CD,Université Chrétienne Bilingue du Congo,http://www.ucbc.org/,ucbc
CD,Université de Bandundu Ville,http://www.uniband.org/,uniband
CD,Université de Kamina,http://www.ukamina.org/,ukamina
CD,Université de Kikwite,http://www.unikik.net/,unikik
CD,Université de Kinshasa,http://www.unikin.cd/,unikin
CD,Université de Kisangani,http://www.unikis.ac.cd/,unikis
CD,Université de Kolwezi,http://www.unikol.ac.cd/,unikol
CD,Université de Lubumbashi,http://www.unilu.ac.cd/,unilu
CD,Université de l'Uélé,http://www.uniuele.ac.cd/,uniuele
CD,Université Kongo,http://www.universitekongo.org/,universitekongo
CD,Université Protestante au Congo,http://www.upc.ac.cd/,upc
CD,Université Shalom de Bunia,http://www.unishabunia.org/,unishabunia
CF,Université de Bangui,http://www.univ-bangui.net/,univ-bangui
CG,University Marien Ngouabi Brazzaville,http://www.univ-mngb.net/,univ-mngb
CH,Business and Hotel Management School,http://www.bhms.ch/,bhms
CH,Business School Lausanne (BSL),http://www.bsl-lausanne.ch/,bsl-lausanne
CH,Cubidor University Switzerland,http://www.cubidor.com/,cubidor
CH,DCT International Hotel & Business Management School,http://www.dct.ch/,dct
CH,"European Graduate School, Media & Communications",http://www.egs.edu/,egs
CH,European University,http://www.euruni.edu/,euruni
CH,Fachhochschule Pur,http://www.phw.info/,phw
CH,Fachhochschule St. Gallen,https://www.fhsg.ch/,fhsg
CH,Franklin College Switzerland,http://www.fc.edu/,fc
CH,Geneva Business School,http://www.gbs-ge.ch/,gbs-ge
CH,Glion Institute of Higher Education,http://www.glion.edu/,glion
CH,Graduate School of Business Administration Zurich (GSBA Zurich),http://www.gsba.ch/,gsba
CH,Hochschule für Gestaltung und Kunst Zürich,http://www.hgkz.ch/,hgkz
CH,International Culinary Institute (ICI),http://www.ici-luzern.com/,ici-luzern
CH,International Hotel Management Institute,http://www.imi-luzern.com/,imi-luzern
CH,International School of Business Management,http://www.isbm-school.com/,isbm-school
CH,International University in Geneva,http://www.iun.ch/,iun
CH,Lausanne Hotel School (EHL),http://www.ehl.ch/,ehl
CH,Les Roches Gruyère University of Applied Sciences,http://www.lrguas.ch/,lrguas
CH,Les Roches International School of Hotel Management,http://www.lesroches.edu/,lesroches
CH,Libera Università degli Studi di Scienze Umane e Tecnologiche,http://www.uniludes.ch/,uniludes
CH,Lucerne University of Applied Sciences and Arts ,http://www.hslu.ch/,hslu
CH,NTB Interstate University of Applied Sciences of Technology,http://www.ntb.ch/,ntb
CH,Pädagogische Hochschule Zürich (Zurich School of Education),http://www.phzh.ch/,phzh
CH,"Schiller International University, American College of Switzerland",http://www.american-college.com/,american-college
CH,School of Management Fribourg,http://www.heg-fr.ch/,heg-fr
CH,Swiss Business School Zurich (SBS),http://www.sbs.edu/,sbs
CH,"Swiss Federal Institute of Technology, Lausanne",http://www.epfl.ch/,epfl
CH,"Swiss Federal Institute of Technology, Zurich",http://www.ethz.ch/,ethz
CH,Swiss Management Center,http://www.swissmc.ch/,swissmc
CH,"University Center ""César Ritz""",http://www.uccr.edu/,uccr
CH,University of Applied Sciences Aargau,http://www.fh-aargau.ch/,fh-aargau
CH,University of Applied Sciences Basel (FHBB ),http://www.fhbb.ch/,fhbb
CH,University of Applied Sciences Chur,http://www.fh-htachur.ch/,fh-htachur
CH,University of Applied Sciences Rapperswil,http://www.hsr.ch/,hsr
CH,University of Applied Sciences Solothurn Northwestern Switzerland,http://www.fhso.ch/,fhso
CH,University of Basel,http://www.unibas.ch/,unibas
CH,University of Berne,http://www.unibe.ch/,unibe
CH,University of Fribourg,http://www.unifr.ch/,unifr
CH,University of Geneva,http://www.unige.ch/,unige
CH,University of Lausanne,http://www.unil.ch/,unil
CH,University of Lucerne,http://www.unilu.ch/,unilu
CH,University of Neuchatel,http://www.unine.ch/,unine
CH,University of St. Gallen,http://www.unisg.ch/,unisg
CH,University of Switzerland,http://www.swissu.org/,swissu
CH,University of the Italian-speaking Part of Switzerland,http://www.unisi.ch/,unisi
CH,University of Zürich,http://www.unizh.ch/,unizh
CH,Victoria University,http://www.victoria-uni.ch/,victoria-uni
CH,Webster University Geneva,http://www.webster.ch/,webster
CH,Zurich University of Applied Sciences Winterthur,http://www.zhwin.ch/,zhwin
CI,Université d'Abobo-Adjamé,http://www.uabobo.ci/,uabobo
CI,Université de Bouaké,http://www.ubouake.ci/,ubouake
CI,Université de Cocody,http://www.univ-cocody.ci/,univ-cocody
CL,Escuela de Arquitectura y Diseño,http://www.arquitecturaucv.cl/,arquitecturaucv
CL,Pontificia Universidad Catolica de Chile,http://www.puc.cl/,puc
CL,Universidad Academia de Humanismo Cristiano,http://www.academia.cl/,academia
CL,Universidad Academia de Humanismo Cristiano,http://www.academia.cl/,academia
CL,"Universidad ""Adolfo Ibañez""",http://www.uai.cl/,uai
CL,Universidad Adolfo Ibáñez,http://www.uai.cl/,uai
CL,Universidad Adventista de Chile,http://www.unachile.cl/,unachile
CL,Universidad Alberto Hurtado,http://www.uahurtado.cl/,uahurtado
CL,Universidad Arcis,http://www.universidadarcis.cl/,universidadarcis
CL,"Universidad ""Arturo Prat""",http://www.unap.cl/,unap
CL,Universidad Austral de Chile,http://www.uach.cl/,uach
CL,Universidad Autonoma del Sur,http://www.uas.cl/,uas
CL,Universidad Bernardo O'Higgins,http://www.ubohiggins.cl/,ubohiggins
CL,Universidad Bolivariana,http://www.ubolivariana.cl/,ubolivariana
CL,Universidad Católica Cardenal Raúl Silva Henríquez,http://www.ucsh.cl/,ucsh
CL,Universidad Catolica de La Santísima Concepción,http://www.ucsc.cl/,ucsc
CL,Universidad Catolica del Maule,http://www.ucm.cl/,ucm
CL,Universidad Catolica del Norte,http://www.ucn.cl/,ucn
CL,Universidad Catolica de Temuco,http://www.uctem.cl/,uctem
CL,Universidad Catolica de Valparaiso,http://www.ucv.cl/,ucv
CL,Universidad Central,http://www.ucentral.cl/,ucentral
CL,Universidad Chileno Britanica de Cultura,http://www.ubritanica.cl/,ubritanica
CL,Universidad de Aconcagua,http://www.uaconcagua.cl/,uaconcagua
CL,Universidad de Antofagasta,http://www.uantof.cl/,uantof
CL,"Universidad de Artes, Ciencias y Comunicación",http://www.uniacc.cl/,uniacc
CL,Universidad de Atacama,http://www.uda.cl/,uda
CL,Universidad de Chile,http://www.uchile.cl/,uchile
CL,Universidad de Ciencias de la Informatica,http://www.ucinf.cl/,ucinf
CL,Universidad de Concepcion,http://www.udec.cl/,udec
CL,Universidad de La Frontera,http://www.ufro.cl/,ufro
CL,Universidad de Las Américas,http://www.uamericas.cl/,uamericas
CL,Universidad de La Serena,http://www.userena.cl/,userena
CL,Universidad del Bío-Bío,http://www.ubiobio.cl/,ubiobio
CL,Universidad del Desarrollo,http://www.udesarrollo.cl/,udesarrollo
CL,Universidad del Mar,http://www.udelmar.cl/,udelmar
CL,Universidad de Los Andes,http://www.uandes.cl/,uandes
CL,Universidad de Los Lagos,http://www.ulagos.cl/,ulagos
CL,Universidad del Pacífico,http://www.upacifico.cl/,upacifico
CL,Universidad de Magallanes,http://www.umag.cl/,umag
CL,Universidad de Playa Ancha de Ciencias de la Educacion,http://www.upa.cl/,upa
CL,Universidad de San Andres,http://www.usanandres.cl/,usanandres
CL,Universidad de Santiago de Chile,http://www.usach.cl/,usach
CL,Universidad de Talca,http://www.utalca.cl/,utalca
CL,Universidad de Tarapacá,http://www.uta.cl/,uta
CL,Universidad de Valparaiso,http://www.uv.cl/,uv
CL,Universidad de Viña del Mar,http://www.uvm.cl/,uvm
CL,Universidad Diego Portales,http://www.udp.cl/,udp
CL,Universidad Finis Terrae,http://www.ufinis.cl/,ufinis
CL,Universidad Francisco de Aguirre,http://www.unfa.cl/,unfa
CL,Universidad Gabriela Mistral,http://www.ugm.cl/,ugm
CL,Universidad Iberoamericana de Ciencias y Tecnologia,http://www.unicit.cl/,unicit
CL,"Universidad International SEK, Santiago",http://www.uisek.cl/,uisek
CL,Universidad José Santos Ossa,http://www.ujso.cl/,ujso
CL,Universidad La Republica,http://www.ulare.cl/,ulare
CL,Universidad Mariano Egaña,http://www.ume.cl/,ume
CL,Universidad Maritima de Chile,http://www.umaritima.cl/,umaritima
CL,Universidad Mayor,http://www.umayor.cl/,umayor
CL,Universidad Metropolitana de Ciencias de la Educación,http://www.umce.cl/,umce
CL,Universidad Miguel de Cervantes,http://www.ucervantes.cl/,ucervantes
CL,Universidad Nacional Andrés Bello,http://www.unab.cl/,unab
CL,Universidad San Sebastian,http://www.uss.cl/,uss
CL,Universidad Santo Tomás,http://www.ust.cl/,ust
CL,"Universidad Técnica ""Federico Santa María""",http://www.utfsm.cl/,utfsm
CL,Universidad Tecnológica Metropolitana,http://www.utem.cl/,utem
CL,"Universidad Tecnologica ""Vicente Perez Rosales""",http://www.uvipro.cl/,uvipro
CM,Bamenda University of Science & Technology,http://www.bamendauniversity.com/,bamendauniversity
CM,Fomic Polytechnic,http://www.fomicgroup.cm/,fomicgroup
CM,Université de Bamenda,http://www.unibda.net/,unibda
CM,Université de Buéa,http://www.ubuea.cm/,ubuea
CM,Université de Douala,http://www.univ-douala.com/,univ-douala
CM,Université de Dschang,http://www.univ-dschang.org/,univ-dschang
CM,Université de Ngaoundéré,http://www.univ-ndere.cm/,univ-ndere
CM,Université des Montagnes,http://www.udesmontagnes.org/,udesmontagnes
CM,Université de Yaoundé I,http://www.uy1.uninet.cm/,uy1
CM,Université de Yaoundé II,http://www.universite-yde2.org/,universite-yde2
CN,2nd Military Medical University,http://www.smmu.edu.cn/,smmu
CN,3rd Military Medical University,http://www.tmmu.edu.cn/,tmmu
CN,4th Military Medical University,http://www.fmmu.edu.cn/,fmmu
CN,Anhui Medical University,http://www.ahmu.edu.cn/,ahmu
CN,Anhui Normal University,http://www.ahnu.edu.cn/,ahnu
CN,Anhui Technical College of Water Resources and Hydroelectric Power,http://www.ahsdxy.ah.edu.cn/,ahsdxy
CN,Anhui University,http://www.ahu.edu.cn/,ahu
CN,Anhui University of Finance and Economics,http://www.aufe.edu.cn/,aufe
CN,Anhui University of Traditional Chinese Medicine,http://www.ahtcm.edu.cn/,ahtcm
CN,Beijing Foreign Studies University,http://www.bfsu.edu.cn/,bfsu
CN,Beijing Forestry University,http://www.bjfu.edu.cn/,bjfu
CN,Beijing Information Science and Technology University,http://www.biti.edu.cn/,biti
CN,Beijing Institute of Technology,http://www.bit.edu.cn/,bit
CN,Beijing International Studies University,http://www.bisu.edu.cn/,bisu
CN,Beijing Language and Culture University,http://www.blcu.edu.cn/,blcu
CN,Beijing Medical University,http://www.bjmu.edu.cn/,bjmu
CN,Beijing New Asia University,http://www.newasia.bj.edu.cn/,newasia
CN,Beijing Normal University,http://www.bnu.edu.cn/,bnu
CN,Beijing Petroleum University,http://www.bjpeu.edu.cn/,bjpeu
CN,Beijing Polytechnic University,http://www.bjpu.edu.cn/,bjpu
CN,Beijing Sport University,http://www.bsu.edu.cn/,bsu
CN,Beijing Union University,http://www.ipdbuu.com.cn/,ipdbuu
CN,Beijing University of Aeronautics and Astronautics,http://www.buaa.edu.cn/,buaa
CN,Beijing University of Agriculture,http://www.bac.edu.cn/,bac
CN,Beijing University of Chemical Technology,http://www.buct.edu.cn/,buct
CN,Beijing University of Chinese Medicine and Pharmacology,http://www.bjucmp.edu.cn/,bjucmp
CN,Beijing University of Posts and Telecommunications,http://www.bupt.edu.cn/,bupt
CN,Beijing University of Science and Technology,http://www.ustb.edu.cn/,ustb
CN,Bohai University,http://www.bhu.edu.cn/,bhu
CN,Buddhist Acamedy of China,http://www.zgfxy.cn/,zgfxy
CN,Capital Normal University,http://www.cnu.edu.cn/,cnu
CN,Capital University of Economics and Business,http://www.cueb.edu.cn/,cueb
CN,Capital University of Medical Sciences,http://www.cpums.edu.cn/,cpums
CN,Central Academy of  Fine Art,http://www.cafa.edu.cn/,cafa
CN,Central China Normal University,http://www.ccnu.edu.cn/,ccnu
CN,Central Radio and TV University,http://www.crtvu.edu.cn/,crtvu
CN,Central South Forestry University,http://www.csfu.edu.cn/,csfu
CN,Central South University,http://www.csu.edu.cn/,csu
CN,Central University for Nationalities,http://www.cun.edu.cn/,cun
CN,Central University of Finance and Economics,http://www.cufe.edu.cn/,cufe
CN,Changchun Teachers College,http://www.cncnc.edu.cn/,cncnc
CN,Changchun University of Technology,http://www.ccut.edu.cn/,ccut
CN,Changsha Railway University,http://www.csru.edu.cn/,csru
CN,Changsha University of Electric Power,http://www.csuep.edu.cn/,csuep
CN,Chengdu Institute of Sichuan International Studies University,http://www.cisisu.edu.cn/,cisisu
CN,Chengdu University,http://www.cdu.edu.cn/,cdu
CN,Chengdu University of Technology,http://www.cdut.edu.cn/,cdut
CN,Chengdu University of Traditional Chinese Medicine,http://www.cdutcm.edu.cn/,cdutcm
CN,China Academy of Art,http://www.chinaacademyofart.com/,chinaacademyofart
CN,China Agricultural University,http://www.cau.edu.cn/,cau
CN,China Agriculture University East,http://www.bjaeu.edu.cn/,bjaeu
CN,China Foreign Affairs University,http://www.cfau.edu.cn/,cfau
CN,China Medical University Shenyang,http://www.cmu.edu.cn/,cmu
CN,China Pharmaceutical University Nanjing,http://www.cpu.edu.cn/,cpu
CN,China Three Gorges University,http://www.ctgu.edu.cn/,ctgu
CN,China University of Geoscience Beijing,http://www.cugb.edu.cn/,cugb
CN,China University of Geosciences Wuhan,http://www.cug.edu.cn/,cug
CN,China University of Mining Technology - Beijing,http://www.cumtb.edu.cn/,cumtb
CN,China University of Mining Technology - Xuzhou,http://www.cumt.edu.cn/,cumt
CN,China University of Political Science and Law,http://www.cupl.edu.cn/,cupl
CN,China USA Business University,http://www.cubu.edu/,cubu
CN,China youth college for political science,http://www.cyc.edu.cn/,cyc
CN,Chinese People's Public Security University,http://www.cppsu.edu.cn/,cppsu
CN,Chongqing Education College,http://www.cqec.net.cn/,cqec
CN,Chongqing Medical University,http://www.cqmu.edu.cn/,cqmu
CN,Chongqing Normal University,http://www.cqnu.edu.cn/,cqnu
CN,Chongqing Normal University Foreign Trade and Business College,http://www.swsm.cn/,swsm
CN,Chongqing Technology and Business University,http://www.ctbu.edu.cn/,ctbu
CN,Chongqing Telecommunication College,http://www.cqtcedu.com/,cqtcedu
CN,Chongqing Three Gorges University,http://www.sanxiau.edu.cn/,sanxiau
CN,Chongqing University,http://www.cqu.edu.cn/,cqu
CN,Chongqing University of Communications,http://www.cquc.edu.cn/,cquc
CN,Chongqing University of Post and Telecommunications,http://www.cqupt.edu.cn/,cqupt
CN,Chongqing University of Science and Technology ,http://www.cqust.cn/,cqust
CN,Chongqing University of Technology,http://www.cqut.edu.cn/,cqut
CN,Chongqing Vocational College of Public Transportation,http://www.cqgyzy.com/,cqgyzy
CN,Chongqing Wenli University,http://www.cqwu.net/,cqwu
CN,Civil Aviation University of China,http://www.cauc.edu/,cauc
CN,Communication University of China,http://www.cuc.edu.cn/,cuc
CN,Dalian Martime University,http://www.dlmu.edu.cn/,dlmu
CN,Dalian Medical University,http://www.dlmedu.edu.cn/,dlmedu
CN,Dalian Polytechnic University,http://www.dlpu.edu.cn/,dlpu
CN,Dalian University,http://www.dlu.edu.cn/,dlu
CN,Dalian University of Foreign Language,http://www.dlufl.edu.cn/,dlufl
CN,Dalian University of Technology,http://www.dlut.edu.cn/,dlut
CN,Dongbei University of Finance And Economics,http://www.dufe.edu.cn/,dufe
CN,"Donghua University, Shanghai",http://www.dhu.edu.cn/,dhu
CN,East China Jiao Tong University,http://www.ecjtu.jx.cn/,ecjtu
CN,East China Normal University,http://www.ecnu.edu.cn/,ecnu
CN,East China University of Science and Technology,http://www.ecust.edu.cn/,ecust
CN,Emeishan Buddhist College,http://www.emsfj.com/,emsfj
CN,Foshan University,http://www.fosu.edu.cn/,fosu
CN,Fudan University,http://www.fudan.edu.cn/,fudan
CN,Fujian Agricultural University,http://www.fjau.edu.cn/,fjau
CN,Fujian Medical University,http://www.fjmu.edu.cn/,fjmu
CN,Fujian Normal University,http://www.fjnu.edu.cn/,fjnu
CN,Fujian University of Traditional Chinese Medicine,http://www.fjtcm.edu.cn/,fjtcm
CN,Fushun Petroleum University,http://www.fspu.edu.cn/,fspu
CN,Fuzhou University,http://www.fzu.edu.cn/,fzu
CN,Gansu Agricultural University,http://www.gsau.edu.cn/,gsau
CN,Gansu University of Technology,http://www.gsut.edu.cn/,gsut
CN,Guangdong Peizheng College ,http://www.peizheng.com.cn/,peizheng
CN,Guangdong Polytechnic Normal University,http://www.gdin.edu.cn/,gdin
CN,Guangdong Radio & TV University,http://www.gdrtvu.edu.cn/,gdrtvu
CN,Guangdong University of Foreign Studies,http://www.gdufs.edu.cn/,gdufs
CN,Guangdong University of Technology,http://www.gdut.edu.cn/,gdut
CN,Guangxi Medical University,http://www.gxmu.edu.cn/,gxmu
CN,Guangxi Normal University,http://www.gxnu.edu.cn/,gxnu
CN,Guangxi Traditional Chinese Medical University,http://www.gxtcmu.edu.cn/,gxtcmu
CN,Guangxi University,http://www.gxu.edu.cn/,gxu
CN,Guangxi University for Nationalities,http://www.gxun.edu.cn/,gxun
CN,Guangzhou Academy of Fine Art,http://www.gzarts.edu.cn/,gzarts
CN,Guangzhou Normal University,http://www.guangztc.edu.cn/,guangztc
CN,Guangzhou University,http://www.gzhu.edu.cn/,gzhu
CN,Guangzhou University of Traditional Chinese Medicine,http://www.gzhtcm.edu.cn/,gzhtcm
CN,Guizhou Normal University,http://www.gznu.edu.cn/,gznu
CN,Guizhou University,http://www.gzu.edu.cn/,gzu
CN,Hainan Normal University,http://www.hainnu.edu.cn/,hainnu
CN,Hainan University,http://www.hainu.edu.cn/,hainu
CN,Harbin Engineering University,http://www.hrbeu.edu.cn/,hrbeu
CN,Harbin Institute of Technology,http://www.hit.edu.cn/,hit
CN,Harbin Medical University,http://www.hrbmu.edu.cn/,hrbmu
CN,Harbin Normal University,http://www.hrbnu.edu.cn/,hrbnu
CN,Harbin University of Civil Engineering & Architecture,http://www.hrbucea.edu.cn/,hrbucea
CN,Harbin University of Science and Technology,http://www.hrbust.edu.cn/,hrbust
CN,Hebei Academy of Fine Art,http://www.hbafa.com/,hbafa
CN,Hebei Agricultural University,http://www.hebau.edu.cn/,hebau
CN,Hebei Medical University,http://www.hebmu.edu.cn/,hebmu
CN,Hebei Normal University,http://www.hebnu.edu.cn/,hebnu
CN,Hebei United University,http://www.hebeiuniteduniversity.com/,hebeiuniteduniversity
CN,Hebei University,http://www.hbu.edu.cn/,hbu
CN,Hebei University of Economics and Trade,http://www.heuet.edu.cn/,heuet
CN,Hebei University of Science and Technology,http://www.hebust.edu.cn/,hebust
CN,Hebei University of Technology,http://www.hebut.edu.cn/,hebut
CN,Hefei University of Technology,http://www.hfut.edu.cn/,hfut
CN,Hehai University,http://www.hhu.edu.cn/,hhu
CN,Heilongjiang August 1st Reclamation University,http://www.hlaflru.edu.cn/,hlaflru
CN,Heilongjiang Commercial University,http://www.hljcu.edu.cn/,hljcu
CN,Heilongjiang University,http://www.hlju.edu.cn/,hlju
CN,Henan Agriculture University,http://www.henau.edu.cn/,henau
CN,Henan Buddhist College,http://www.hnfjxy.cn/,hnfjxy
CN,Henan Normal University,http://www.henannu.edu.cn/,henannu
CN,Henan Univeristy,http://www.henu.edu.cn/,henu
CN,Hohai University Changzhou,http://www.hhuc.edu.cn/,hhuc
CN,Huaihai Institute of Technology,http://www.hhit.edu.cn/,hhit
CN,Huaihua Medical College,http://www.yizhuan.com/,yizhuan
CN,Huaihua Radio and Television University,http://www.hhrtu.com/,hhrtu
CN, Huaihua University,http://www.hhu.edu.cn/,hhu
CN,Huanghe Science & Technology University,http://www.hhstu.edu.cn/,hhstu
CN,Huaqiao University Quanzhuo,http://www.hqu.edu.cn/,hqu
CN,Huazhong Agricultural University,http://www.hzau.edu.cn/,hzau
CN,Huazhong University of Science and Technology,http://www.hust.edu.cn/,hust
CN,Hubei University,http://www.hubu.edu.cn/,hubu
CN,Huizhou University,http://www.hzu.edu.cn/,hzu
CN,Hunan Agricultural University,http://www.hunau.net/,hunau
CN,Hunan Normal University,http://www.hunnu.edu.cn/,hunnu
CN,Hunan University,http://www.hunu.edu.cn/,hunu
CN,Inner Mongolia Agricultural University,http://www.imau.edu.cn/,imau
CN,Inner Mongolia Normal University,http://www.imnu.edu.cn/,imnu
CN,Inner Mongolia Polytechnic University,http://www.impu.edu.cn/,impu
CN,Inner Mongolia University,http://www.imu.edu.cn/,imu
CN,International Business University of Beijing,http://www.ibub.edu.cn/,ibub
CN,Jiangsu University of Science and Technology,http://www.jsust.edu.cn/,jsust
CN,Jiangxi Agricultural University,http://www.jxau.edu.cn/,jxau
CN,Jiangxi Normal University,http://www.jxnu.edu.cn/,jxnu
CN,Jiangxi University of Finance and Economics,http://www.jxufe.edu.cn/,jxufe
CN,Jiangxi University of Traditional Chinese Medicine,http://www.jutcm.com/,jutcm
CN,Jiaying University,http://www.jyu.edu.cn/,jyu
CN,Jilin Agricultural University,http://www.jlau.edu.cn/,jlau
CN,Jilin University,http://www.jlu.edu.cn/,jlu
CN,Jilin University of Technology,http://www.jut.edu.cn/,jut
CN,Jimei University,http://www.jmu.edu.cn/,jmu
CN,Jinan University,http://www.jnu.edu.cn/,jnu
CN,Jingdezhen China Institute,http://www.jci.edu.cn/,jci
CN,Jishou University,http://www.jsu.edu.cn/,jsu
CN,Kunmimg University of Science and Technology,http://www.kmust.edu.cn/,kmust
CN,Lanzhou University,http://www.lzu.edu.cn/,lzu
